name ,,SITE_NAME (MS names),Licence Site ID (SEPA site name),Site ID ,Remarks,LAT,LONG,Nat Grid,Year of highest production DURING APRIL and MAY ,CAR licensed peak biomass,biomass 1st May of 1st year of production,biomass 1st May of 2nd year of production,Operator,Production cycle regularity of cycle timing ,Model now (GO),Map but do not model (NOGO) includes farms not used for ten years,Map but model in second phase (WAIT),Production in 3 years to 2021,Licence but never stocked,Any production more than 3 years ago but less than ten years (to 2021)?,01/01/2002,02/01/2002,02/02/2002,03/01/2002,03/02/2002,03/03/2002,04/01/2002,04/02/2002,05/01/2002,05/02/2002,06/01/2002,06/02/2002,07/01/2002,07/02/2002,08/01/2002,08/02/2002,08/03/2002,09/01/2002,09/02/2002,09/03/2002,10/01/2002,10/02/2002,11/01/2002,11/02/2002,11/03/2002,12/01/2002,12/02/2002,12/03/2002,01/01/2003,01/02/2003,01/03/2003,01/09/2003,02/01/2003,02/02/2003,02/03/2003,03/01/2003,03/02/2003,03/03/2003,04/01/2003,04/03/2003,05/01/2003,05/03/2003,06/01/2003,06/03/2003,06/09/2003,07/01/2003,07/03/2003,07/09/2003,08/01/2003,08/03/2003,09/01/2003,09/03/2003,10/01/2003,10/03/2003,10/09/2003,11/01/2003,11/03/2003,12/01/2003,12/03/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,02/01/2004,02/04/2004,03/01/2004,03/03/2004,03/04/2004,04/01/2004,04/04/2004,05/01/2004,06/01/2004,07/01/2004,08/01/2004,09/01/2004,10/01/2004,11/01/2004,12/01/2004,01/01/2005,02/01/2005,03/01/2005,04/01/2005,05/01/2005,06/01/2005,07/01/2005,08/01/2005,08/10/2005,09/01/2005,10/01/2005,11/01/2005,12/01/2005,01/01/2006,02/01/2006,02/10/2006,03/01/2006,04/01/2006,05/01/2006,06/01/2006,07/01/2006,08/01/2006,09/01/2006,09/06/2006,10/01/2006,11/01/2006,12/01/2006,01/01/2007,02/01/2007,03/01/2007,04/01/2007,05/01/2007,06/01/2007,07/01/2007,08/01/2007,09/01/2007,10/01/2007,11/01/2007,12/01/2007,01/01/2008,02/01/2008,03/01/2008,04/01/2008,05/01/2008,06/01/2008,07/01/2008,08/01/2008,09/01/2008,10/01/2008,10/09/2008,11/01/2008,12/01/2008,01/01/2009,02/01/2009,03/01/2009,04/01/2009,05/01/2009,06/01/2009,07/01/2009,08/01/2009,09/01/2009,10/01/2009,11/01/2009,12/01/2009,01/01/2010,01/10/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,11/10/2010,12/01/2010,12/10/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021
Geasgill,,Geasgill,FFMC59,FS0839,,56.46101,-6.16561,,EVEN,2500,1280,1692,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,331,nan,424,nan,nan,553,nan,nan,741,nan,887,nan,1052,nan,nan,1089,nan,1238,nan,1370,nan,nan,nan,1002,nan,973,nan,nan,938,nan,825,457,176,nan,nan,nan,nan,nan,nan,nan,nan,nan,398,471,589,774,nan,1026,1286,1346,1286,1375,1213,nan,1213,1349,1092,718,760,310,307,nan,nan,nan,nan,nan,nan,nan,nan,nan,820,876,974,1142,1193,1345,1331,1296,1241,1358,1294,1156,853,572,837,837,nan,nan,nan,414,471,510,540,575,858,995,1148,1333,1347,1346,1508,1455,1575,nan,1221,1221,nan,nan,nan,nan,nan,nan,409,536,nan,663,nan,767,865,985,1100,1138,1241,949,1055,857,658,481,533,106,nan,nan,nan,nan,nan,nan,nan,nan,82,124,176,227,263,316,392,232,331,487,674,862,989,1117,1260,1213,1196,899,899,nan,nan,nan,nan,40,64,125,207,274,343,353,557,702,879,1082,1359,1240,1237,1204,1199,953,159,159,nan,nan,nan,nan,nan,44,101,171,295,447,561,958,1086,1303,1584,1853,2069,2075,1982,1838,1772,1820,1812,1343,891,nan,nan,nan,nan,32,75,171,267,426,561,694,1012,1247,1343,1454,1486,1635,1804,1868,1829,1928,2032,1766,1862,1692,781,nan,nan,nan,236,387,591,879,1191,1463,1045,1280,1527,1837,1884,1941
Glenan Bay,,Glenan Bay,FFMC10,FS0590,,55.87353,-5.32685,,ODD,1220.4,534,699,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180,nan,nan,187,nan,198,nan,216,nan,nan,231,nan,nan,nan,nan,nan,nan,26,nan,nan,38,nan,51,nan,63,nan,nan,nan,73,nan,81,nan,nan,101,nan,120,95,124,151,183,246,296,330,147,284,260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,168,204,251,250,283,nan,341,217,249,239,251,667,710,802,909,808,548,419,419,nan,nan,nan,nan,nan,nan,nan,339,456,634,788,969,nan,1106,1253,1241,1348,1182,1277,1426,1426,981,728,nan,54,135,207,293,nan,388,510,589,687,826,524,740,941,1207,843,nan,1007,nan,1138,1186,1094,963,836,97,97,nan,8,45,74,117,182,254,345,455,634,825,937,1129,933,1125,1118,1104,1014,1061,1151,1108,1171,556,556,nan,nan,54,94,139,175,220,260,330,465,646,690,848,1063,1074,879,981,1080,985,855,682,487,487,nan,nan,nan,7,37,56,73,111,154,219,277,334,375,393,421,372,425,497,543,543,553,357,211,nan,nan,nan,nan,36,61,100,164,217,279,365,499,579,658,776,894,1011,1088,1091,1108,1141,1168,1037,924,794,128,nan,nan,52,87,147,206,276,344,417,534,723,939,1059,1091,1096,1083,1104,955,895,1016,922,699,205,nan,nan,nan
Glencripesdale,,Glencripesdale,GCD1,FS1094,,56.68017,-5.79248,NM67916093,EVEN,1500,1478,0,Mowi Scotland Ltd,REGULAR,,,WAIT,NO,,YES,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,593,1089,1284,1328,1029,nan,506,nan,nan,nan,98,139,235,344,485,645,821,878,887,947,1091,1204,1326,1499,1481,1176,1099,711,753,777,115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,637,915,nan,944,1083,1279,1492,1457,1475,1479,652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,612,1082,1313,1153,1176,979,994,1012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,547,733,927,1105,1258,1413,1467,1478,1275,1304,1125,1082,755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gob a Bharra,,Gob a Bharra,FFMC46,FS0683,,55.93127,-5.35903,,EVEN,1072,880,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,950,nan,876,nan,nan,884,nan,nan,802,nan,nan,nan,861,nan,nan,659,nan,nan,830,nan,768,nan,740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,275,334,403,484,695,826,938,837,903,826,863,101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,544,662,760,886,nan,941,872,932,1084,1079,930,1012,905,832,494,195,207,nan,nan,nan,nan,nan,nan,nan,nan,307,428,539,651,836,nan,1040,1176,1280,1403,1409,1405,1303,1260,877,304,nan,82,144,226,364,nan,501,629,747,858,1007,540,708,940,1168,1257,nan,1314,nan,1182,1218,812,845,316,316,nan,nan,9,36,73,110,158,224,278,369,482,604,631,728,890,1049,1158,722,984,786,600,73,73,nan,nan,nan,37,70,118,187,243,298,298,394,540,719,947,1033,1057,1055,1050,998,964,424,177,213,213,nan,nan,nan,nan,24,51,89,154,211,299,384,517,671,821,966,1026,1055,998,636,206,705,901,1012,845,636,nan,nan,nan,17,58,100,179,243,324,406,541,608,693,825,944,981,957,735,786,793,655,632,285,nan,nan,nan,nan,63,117,200,305,419,541,686,880,986,1060,1116,922,819,875,856,721,576,616,227,nan,nan,nan,nan,109
Gob na Hoe,,Gob na Hoe,GNH1,FS1175,,57.49374,-6.6914,,EVEN,2215,1194,0,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,43,110,82,110,144,197,275,nan,nan,nan,345,nan,483,587,752,915,1090,1339,1600,1851,1979,1950,1990,2014,1903,1786,799,nan,nan,183,119,145,199,283,411,520,558,622,693,760,818,800,450,56,nan,69,125,201,294,377,463,552,640,777,577,743,898,968,1093,1198,1145,1177,1345,1529,1583,985,nan,nan,nan,20,68,126,188,232,279,356,434,630,648,653,653,431,436,511,543,590,640,684,690,708,353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,659,746,1159,1355,1485,1402,1438,1389,1303,1311,754,nan,nan,32,78,201,356,463,623,747,878,1009,1194,1435,1128,1255,1450,1751,2113,2166,1972,1653,1141,362,nan,nan,nan,nan,nan
Gometra,,Gometra,GOMT1,FS1267,,56.50006,-6.28695,,ODD,1500,1400,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,456,655,925,1280,1543,1820,1951,1974,1869,1787,1745,1825,1021,1021,nan,8,33,80,128,206,278,343,444,460,581,707,894,1097,1353,1509,1466,894,686,471,49,nan,nan,nan,nan,nan,32,107,209,335,486,582,810,956,1356,1705,1841,1932,1960,1915,1960,1974,1591,1474,1260,792,126,nan,nan,nan,90,144,267,422,597,797,1006,1176,1408,1442,1375,1495,1150,1151,1402,1140,1178,907,860,552,nan,nan,nan,nan,96,243,397,603,748,994,1265,1348,650,767,913,999,1167
Gorsten,,Gorsten,GORS1,FS0237,,56.78704,-5.17519,,ODD,2500,641,2156,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,25,nan,33,nan,nan,68,nan,104,nan,186,nan,291,nan,423,nan,nan,637,nan,nan,830,nan,986,nan,nan,1205,nan,nan,1211,nan,nan,nan,1149,nan,nan,1162,nan,nan,1254,nan,1067,nan,1241,nan,nan,1260,nan,nan,1264,nan,1253,nan,1039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,nan,62,nan,nan,82,nan,118,189,293,418,587,758,892,1050,1104,1307,1257,1258,1283,991,1039,863,nan,964,739,153,nan,nan,74,nan,89,135,190,nan,414,552,792,nan,980,1180,1401,1554,2135,1790,1950,1649,1522,1637,1543,1362,1386,971,nan,37,99,146,222,316,445,646,936,1242,1529,nan,1495,1737,1934,1982,1984,1978,1981,1909,1981,1948,1167,225,nan,nan,nan,nan,nan,49,105,176,270,443,730,1082,1372,1548,nan,1795,nan,1954,1975,1978,1979,1947,1987,1985,1876,1863,1349,1313,nan,nan,33,68,114,192,266,429,677,1010,1364,1682,1909,1986,1974,1986,1807,1858,1843,1367,1161,835,673,142,nan,nan,53,70,109,170,226,324,500,716,965,1278,1476,1552,1762,1936,2013,2070,1987,1829,1818,1484,539,8,91,210,315,468,614,807,974,1168,1509,1880,2057,1957,2149,2101,2144,2173,1622,1285,810,nan,nan,nan,nan,nan,13,19,70,109,157,229,323,504,859,1086,1307,1647,1979,2291,2420,2423,2469,2472,2331,2462,2496,1783,750,nan,83,185,254,354,490,641,829,1098,1434,1992,2601,2996,2947,2904,2600,2081,2051,2156,2017,nan,27,121
Gravir Outer,,Gravir,ODH1,FS0242,,58.04419,-6.37785,,ODD,2285.2,1303,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,150,nan,nan,nan,nan,nan,40,nan,52,nan,76,nan,161,nan,nan,nan,nan,44,nan,nan,75,nan,105,nan,nan,160,nan,nan,226,nan,nan,nan,301,nan,nan,385,nan,nan,465,nan,545,nan,656,nan,nan,650,nan,nan,686,nan,647,nan,719,nan,nan,731,nan,791,nan,774,nan,nan,nan,694,nan,518,nan,nan,256,nan,154,59,nan,nan,nan,nan,nan,nan,16,30,42,56,196,271,411,463,nan,623,691,907,1099,1020,684,nan,706,516,191,135,50,43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,279,375,465,579,672,710,744,736,683,708,528,528,nan,nan,nan,23,nan,58,85,122,184,230,284,284,229,287,373,440,617,729,865,771,nan,584,536,466,466,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,407,530,699,862,1022,1207,1289,1412,1382,1164,1280,578,578,nan,nan,22,76,119,181,234,311,378,437,490,613,741,945,1110,1166,1065,1132,1220,1248,473,473,nan,nan,nan,nan,nan,20,73,109,156,207,295,387,491,553,739,833,1072,1358,1602,1597,1618,807,159,159,nan,nan,nan,51,98,177,244,348,467,565,722,919,1071,1354,1409,1275,884,441,495,526,532,534,35,nan,nan,nan,nan,nan,nan,83,130,233,270,512,711,884,1038,1260,1503,1670,1969,2062,1977,1657,1526,894,nan,nan,nan,nan,nan,nan,102,177,299,430,537,696,890,1090,1303,1597,1902,2181,2209
Gravir West,,,GVRW1,,,58.0431,-6.38518,NB41311441,ODD,400,319,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,53,85,113,163,201,258,319,323,300,352,374
Greshornish,,Loch Greshornish,GRE1,FS0015,,57.51136,-6.42387,,EVEN,2195,229,1591,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,1152,1206,nan,1026,nan,nan,948,nan,814,nan,779,nan,538,nan,436,nan,nan,nan,nan,nan,5,nan,24,nan,nan,52,nan,nan,63,nan,nan,nan,80,nan,nan,102,nan,nan,131,nan,157,nan,273,nan,nan,350,nan,nan,462,nan,728,nan,916,nan,nan,1095,nan,1352,nan,1486,nan,nan,nan,1570,nan,1417,nan,nan,1324,nan,1139,1240,1169,593,nan,nan,41,90,119,123,144,173,211,293,408,545,nan,724,830,939,1102,1273,1463,nan,1423,1520,1496,1201,1039,843,nan,nan,nan,153,260,363,461,549,557,470,520,704,807,964,1151,1157,1227,1388,1439,1613,1625,1419,1049,634,717,806,861,nan,143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53,92,155,207,nan,232,243,326,398,510,729,985,1242,1455,1677,nan,1851,nan,1868,1873,1861,1766,1447,1493,1272,114,nan,41,108,165,264,381,513,685,830,1008,1077,1346,1762,1804,1660,1429,1406,1205,431,nan,nan,nan,nan,nan,nan,nan,nan,114,141,171,213,260,318,421,515,636,737,730,386,nan,nan,nan,59,94,120,160,264,438,588,741,976,1183,1468,1656,1914,2108,2143,2179,2129,1387,588,nan,nan,nan,nan,84,122,169,239,333,463,601,776,1002,1224,1372,1445,1505,1363,1487,1670,1885,1672,629,nan,nan,nan,nan,nan,77,185,263,270,322,478,702,893,1105,1284,1465,1548,1679,1796,1896,1591,1318,1032,nan,nan,nan,nan,nan,nan,nan,87,225,299,303,393,534,680
Grey Horse Channel,,Grey Horse Channel,GHC1,FS1122,,57.66754,-7.05914,,EVEN,1750,398,1594,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,674,667,479,449,465,nan,nan,nan,nan,nan,54,104,nan,157,286,426,529,721,1089,1382,1666,1966,1968,nan,1984,nan,1697,1711,1937,1937,1938,1985,1991,1841,1357,627,nan,nan,nan,nan,35,86,123,289,461,797,1178,1616,1650,1562,1677,1614,1660,1707,1634,1560,1043,570,nan,nan,49,75,121,208,288,363,486,644,928,1207,1473,1727,1819,1463,1280,1283,1527,1541,934,776,718,84,nan,136,318,475,641,793,1042,1236,1274,936,1217,1550,1767,1742,1660,1218,709,106,nan,nan,nan,nan,51,77,138,233,336,479,650,819,1006,1081,1254,1461,1480,1474,1222,957,804,919,823,891,nan,52,115,188,355,724,1063,1481,1496,1690,1976,2110,1629,1491,958,1267,1584,1681,1749,1431,1464,298,nan,nan,95,197,398,476,701,1021,1260
Grey Horse Channel Outer,,Grey Horse Channel Outer,GHCO1,FS1334,,57.66812,-7.04475,,EVEN,2500,243,2495,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1090,1118,1254,1499,2174,2436,2495,2399,2350,944,917,1097,1159,nan,nan,nan,nan,166,243,365,565,834,930
Groatay,,Groatay,GRT1,FS1083,,57.65319,-7.06951,,EVEN,1850,424,1652,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,488,556,466,559,704,862,934,785,524,nan,487,736,nan,944,1132,1257,1498,1466,1532,nan,1135,1157,916,594,22,nan,568,nan,713,806,969,1057,1237,1337,1272,1162,685,482,400,109,nan,82,111,202,285,394,497,511,450,613,813,1015,1205,nan,1389,1578,1692,1636,1301,1351,1143,1125,1131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,460,646,861,1683,nan,1714,nan,1759,1818,1843,1519,1367,1553,1489,1715,1844,1848,295,34,49,80,132,188,258,284,243,367,512,717,1390,1500,1462,1438,1486,1493,1311,1547,1603,1582,1578,176,nan,nan,41,59,90,139,203,285,441,590,833,996,1149,1279,1235,1331,1446,1510,1168,893,768,111,nan,nan,nan,nan,nan,nan,nan,nan,690,860,1102,1334,1483,1632,1618,1532,1243,962,463,486,361,nan,55,82,129,204,286,397,517,690,837,1110,1305,1513,1752,1831,1762,1758,1803,1807,1838,1309,63,181,301,461,674,819,1096,1462,1487,1145,1254,1413,1514,1674,1652,1911,2066,1744,818,335,nan,nan,nan,nan,126,219,424,517,728,1033,1371
